name,description,category.level_1,category.level_2,category.level_3,brand,attributes.color,attributes.size,attributes.material,pricing.cost_price,pricing.selling_price,pricing.currency,inventory.storage_type,inventory.shelf_life_days,logistics.weight_kg,logistics.fragile,logistics.hazardous
Hot Pockets Mozzarella Sticks - Original (340g Box),"Frozen Snacks - mozzarella sticks by Hot Pockets, packaged as 340g box",Grocery & Essentials,Frozen Foods,Frozen Snacks,Hot Pockets,White,340g Box,Cardboard Box,2.66,3.55,USD,Frozen,358,0.39,FALSE,FALSE
Cheetos Classic Potato Chips (150g Bag),"Chips - classic potato chips by Cheetos, packaged as 150g bag",Grocery & Essentials,Snacks,Chips,Cheetos,Green Pack,150g Bag,Foil Pouch,2.41,3.07,USD,Normal,206,0.194,TRUE,FALSE
Crest Fluoride Toothpaste (500ml Bottle),"Oral Care - fluoride toothpaste by Crest, packaged as 500ml bottle",Grocery & Essentials,Personal Care,Oral Care,Crest,Blue Pack,500ml Bottle,Plastic Tube,3.7,4.77,USD,Normal,0,0.464,FALSE,FALSE
Luvs Baby Diapers Size 4 - New Improved (36-Count Pack),"Diapers - baby diapers size 4 by Luvs, packaged as 36-count pack",Grocery & Essentials,Baby Care,Diapers,Luvs,Multicolor,36-Count Pack,Plastic Pack,6.66,9.68,USD,Normal,0,0.928,FALSE,FALSE
Dial Antibacterial Hand Sanitizer (500ml Pump),"Hand Sanitizer - antibacterial hand sanitizer by Dial, packaged as 500ml pump",Grocery & Essentials,Health & Wellness,Hand Sanitizer,Dial,Yellow Pack,500ml Pump,Plastic Bottle,3.56,5.35,USD,Normal,694,0.418,FALSE,TRUE
Tyson Chicken Thighs (454g Pack),"Chicken - chicken thighs by Tyson, packaged as 454g pack",Grocery & Essentials,Meat & Seafood,Chicken,Tyson,Green Pack,454g Pack,Vacuum Pack,5.14,6.48,USD,Refrigerated,3,0.82,FALSE,FALSE
Aquafina Alkaline Water - Value Pack (24-Pack Bottles),"Water - alkaline water by Aquafina, packaged as 24-pack bottles",Grocery & Essentials,Beverages,Water,Aquafina,Yellow Pack,24-Pack Bottles,Plastic Bottle,2.82,4.35,USD,Normal,411,5.728,FALSE,FALSE
Clabber Girl Chocolate Chips (100g Packet),"Baking Essentials - chocolate chips by Clabber Girl, packaged as 100g packet",Grocery & Essentials,Cooking Essentials,Baking Essentials,Clabber Girl,Yellow Pack,100g Packet,Cardboard Box,2.69,4.07,USD,Normal,511,0.361,FALSE,FALSE
Prince Lasagna Sheets (454g Box),"Pasta - lasagna sheets by Prince, packaged as 454g box",Grocery & Essentials,Staples & Grains,Pasta,Prince,Green Pack,454g Box,Cardboard Box,1.36,1.75,USD,Normal,730,0.488,FALSE,FALSE
SeaPak Atlantic Salmon Fillet (340g Pack),"Fish & Seafood - atlantic salmon fillet by SeaPak, packaged as 340g pack",Grocery & Essentials,Meat & Seafood,Fish & Seafood,SeaPak,Green Pack,340g Pack,Vacuum Pack,8.96,11.61,USD,Frozen,126,0.402,FALSE,FALSE
Sensodyne Toothbrush (2-Pack) (100ml Tube),"Oral Care - toothbrush (2-pack) by Sensodyne, packaged as 100ml tube",Grocery & Essentials,Personal Care,Oral Care,Sensodyne,Red Pack,100ml Tube,Plastic Tube,2.47,3.39,USD,Normal,0,0.293,FALSE,FALSE
Sara Lee Hot Dog Buns (8ct) - Extra (12-Pack),"Buns & Rolls - hot dog buns (8ct) by Sara Lee, packaged as 12-pack",Grocery & Essentials,Bakery,Buns & Rolls,Sara Lee,White,12-Pack,Plastic Bag,2.34,3.31,USD,Normal,7,0.449,TRUE,FALSE
Purell Antibacterial Hand Sanitizer (40-Count Wipes),"Hand Sanitizer - antibacterial hand sanitizer by Purell, packaged as 40-count wipes",Grocery & Essentials,Health & Wellness,Hand Sanitizer,Purell,Yellow Pack,40-Count Wipes,Plastic Bottle,2.19,3.13,USD,Normal,715,0.556,FALSE,TRUE
Cheetos Sea Salt Kettle Chips - New Improved (184g Can),"Chips - sea salt kettle chips by Cheetos, packaged as 184g can",Grocery & Essentials,Snacks,Chips,Cheetos,Multicolor,184g Can,Foil Pouch,3.3,4.81,USD,Normal,169,0.195,TRUE,FALSE
Act II Butter Popcorn Microwave Bags (6-Pack Microwave Bags),"Popcorn - butter popcorn microwave bags by Act II, packaged as 6-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Act II,N/A,6-Pack Microwave Bags,Paper Bag,3.31,4.78,USD,Normal,314,0.263,FALSE,FALSE
Great Value Green Lentils (2kg Bag),"Lentils & Pulses - green lentils by Great Value, packaged as 2kg bag",Grocery & Essentials,Staples & Grains,Lentils & Pulses,Great Value,Multicolor,2kg Bag,Poly Bag,2.12,2.97,USD,Normal,449,1.568,FALSE,FALSE
Lavazza Dark Roast Coffee Beans (250g Bag),"Coffee - dark roast coffee beans by Lavazza, packaged as 250g bag",Grocery & Essentials,Beverages,Coffee,Lavazza,Blue Pack,250g Bag,Glass Jar,5.19,6.9,USD,Normal,392,0.193,TRUE,FALSE
Vaseline Facial Cleanser (400ml Pump),"Skin Care - facial cleanser by Vaseline, packaged as 400ml pump",Grocery & Essentials,Personal Care,Skin Care,Vaseline,Blue Pack,400ml Pump,Plastic Pump Bottle,7.62,9.62,USD,Normal,0,0.253,FALSE,FALSE
Green Giant Frozen Peas (340g Bag),"Frozen Vegetables - frozen peas by Green Giant, packaged as 340g bag",Grocery & Essentials,Frozen Foods,Frozen Vegetables,Green Giant,Multicolor,340g Bag,Plastic Bag,2.83,3.8,USD,Frozen,317,0.651,FALSE,FALSE
Keebler Chocolate Sandwich Cookies - Extra (400g Pack),"Cookies - chocolate sandwich cookies by Keebler, packaged as 400g pack",Grocery & Essentials,Snacks,Cookies,Keebler,White,400g Pack,Plastic Tray,2.8,4.15,USD,Normal,203,0.537,TRUE,FALSE
Kerrygold Grass-Fed Butter (227g Pack),"Butter & Margarine - grass-fed butter by Kerrygold, packaged as 227g pack",Grocery & Essentials,Dairy & Eggs,Butter & Margarine,Kerrygold,Green Pack,227g Pack,Foil Wrap,3.29,5.09,USD,Refrigerated,107,0.267,FALSE,FALSE
Barilla Fusilli Pasta - New Improved (454g Box),"Pasta - fusilli pasta by Barilla, packaged as 454g box",Grocery & Essentials,Staples & Grains,Pasta,Barilla,Yellow Pack,454g Box,Cardboard Box,2.26,3.28,USD,Normal,605,0.652,FALSE,FALSE
Coca-Cola Cola - Extra (1L Bottle),"Soft Drinks - cola by Coca-Cola, packaged as 1l bottle",Grocery & Essentials,Beverages,Soft Drinks,Coca-Cola,Blue Pack,1L Bottle,Aluminum Can,5.11,6.74,USD,Normal,318,0.869,FALSE,FALSE
Gold Medal All-Purpose Flour (1kg Bag),"Flour - all-purpose flour by Gold Medal, packaged as 1kg bag",Grocery & Essentials,Staples & Grains,Flour,Gold Medal,Yellow Pack,1kg Bag,Paper Bag,4.03,5.98,USD,Normal,333,3.387,FALSE,FALSE
Naked Juice Mixed Berry Juice (500ml Bottle),"Juices - mixed berry juice by Naked Juice, packaged as 500ml bottle",Grocery & Essentials,Beverages,Juices,Naked Juice,White,500ml Bottle,Tetra Pack,2.93,3.65,USD,Refrigerated,23,0.544,FALSE,FALSE
Clorox Bleach - Natural (750ml Bottle),"Cleaning Supplies - bleach by Clorox, packaged as 750ml bottle",Grocery & Essentials,Household Essentials,Cleaning Supplies,Clorox,Blue Pack,750ml Bottle,Plastic Bottle,4.33,5.94,USD,Normal,0,1.025,FALSE,TRUE
McCormick Cinnamon Powder (100g Jar),"Spices - cinnamon powder by McCormick, packaged as 100g jar",Grocery & Essentials,Cooking Essentials,Spices,McCormick,White,100g Jar,Glass Jar,3.56,4.19,USD,Normal,601,0.197,TRUE,FALSE
Certified Angus Beef Beef Brisket - Natural (454g Pack),"Beef - beef brisket by Certified Angus Beef, packaged as 454g pack",Grocery & Essentials,Meat & Seafood,Beef,Certified Angus Beef,White,454g Pack,Vacuum Pack,11.12,16.25,USD,Refrigerated,6,0.891,FALSE,FALSE
Simply Organic Paprika - Organic (50g Jar),"Spices - paprika by Simply Organic, packaged as 50g jar",Grocery & Essentials,Cooking Essentials,Spices,Simply Organic,N/A,50g Jar,Glass Jar,1.94,2.39,USD,Normal,550,0.113,TRUE,FALSE
Bob's Red Mill Bread Flour - Family Size (2.27kg Bag),"Flour - bread flour by Bob's Red Mill, packaged as 2.27kg bag",Grocery & Essentials,Staples & Grains,Flour,Bob's Red Mill,White,2.27kg Bag,Paper Bag,3.66,5.48,USD,Normal,312,2.093,FALSE,FALSE
Neutrogena Sunscreen SPF 50 (400ml Pump),"Skin Care - sunscreen spf 50 by Neutrogena, packaged as 400ml pump",Grocery & Essentials,Personal Care,Skin Care,Neutrogena,Green Pack,400ml Pump,Plastic Pump Bottle,3.75,5.35,USD,Normal,0,0.247,FALSE,FALSE
Neutrogena Moisturizing Body Lotion (100g Jar),"Skin Care - moisturizing body lotion by Neutrogena, packaged as 100g jar",Grocery & Essentials,Personal Care,Skin Care,Neutrogena,Green Pack,100g Jar,Plastic Pump Bottle,6.16,8.43,USD,Normal,0,0.228,FALSE,FALSE
Doritos Nacho Cheese Tortilla Chips (184g Can),"Chips - nacho cheese tortilla chips by Doritos, packaged as 184g can",Grocery & Essentials,Snacks,Chips,Doritos,Red Pack,184g Can,Foil Pouch,2.4,3.1,USD,Normal,130,0.295,TRUE,FALSE
Nature Made Vitamin D3 Softgels (100-Count Bottle),"Vitamins & Supplements - vitamin d3 softgels by Nature Made, packaged as 100-count bottle",Grocery & Essentials,Health & Wellness,Vitamins & Supplements,Nature Made,Yellow Pack,100-Count Bottle,Plastic Bottle,9.79,13.75,USD,Normal,633,0.254,FALSE,FALSE
Olay Moisturizing Bar Soap (100g Bar),"Soap & Body Wash - moisturizing bar soap by Olay, packaged as 100g bar",Grocery & Essentials,Personal Care,Soap & Body Wash,Olay,Red Pack,100g Bar,Plastic Bottle,3.72,4.38,USD,Normal,0,0.411,FALSE,FALSE
Bob's Red Mill Quick Oats - Extra (10-Pack Packets),"Oats - quick oats by Bob's Red Mill, packaged as 10-pack packets",Grocery & Essentials,Breakfast & Cereal,Oats,Bob's Red Mill,Red Pack,10-Pack Packets,Cardboard Canister,3.28,4.35,USD,Normal,279,0.859,FALSE,FALSE
Green Giant Frozen Broccoli (454g Bag),"Frozen Vegetables - frozen broccoli by Green Giant, packaged as 454g bag",Grocery & Essentials,Frozen Foods,Frozen Vegetables,Green Giant,Multicolor,454g Bag,Plastic Bag,2.98,3.65,USD,Frozen,336,0.557,FALSE,FALSE
Ben & Jerry's Cookies and Cream Ice Cream (1.4L Tub),"Ice Cream - cookies and cream ice cream by Ben & Jerry's, packaged as 1.4l tub",Grocery & Essentials,Frozen Foods,Ice Cream,Ben & Jerry's,Multicolor,1.4L Tub,Paper Tub,5.45,8.27,USD,Frozen,305,0.656,FALSE,FALSE
Orville Redenbacher's Movie Theater Popcorn (3-Pack Microwave Bags),"Popcorn - movie theater popcorn by Orville Redenbacher's, packaged as 3-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Orville Redenbacher's,Green Pack,3-Pack Microwave Bags,Paper Bag,4.98,7.65,USD,Normal,261,0.484,FALSE,FALSE
Glad Tall Kitchen Bags (110ct) (80-Count Box),"Trash Bags - tall kitchen bags (110ct) by Glad, packaged as 80-count box",Grocery & Essentials,Household Essentials,Trash Bags,Glad,Yellow Pack,80-Count Box,Plastic Box,5.13,7.34,USD,Normal,0,0.674,FALSE,FALSE
Great Value Instant Oatmeal Packets (500g Canister),"Oats - instant oatmeal packets by Great Value, packaged as 500g canister",Grocery & Essentials,Breakfast & Cereal,Oats,Great Value,Yellow Pack,500g Canister,Cardboard Canister,2.62,3.04,USD,Normal,340,0.858,FALSE,FALSE
Wesson Coconut Oil - Premium (750ml Bottle),"Cooking Oil - coconut oil by Wesson, packaged as 750ml bottle",Grocery & Essentials,Cooking Essentials,Cooking Oil,Wesson,Red Pack,750ml Bottle,Plastic Bottle,9.21,13.43,USD,Normal,512,0.87,FALSE,FALSE
Barilla Whole Wheat Pasta (900g Box),"Pasta - whole wheat pasta by Barilla, packaged as 900g box",Grocery & Essentials,Staples & Grains,Pasta,Barilla,White,900g Box,Cardboard Box,1.4,1.92,USD,Normal,665,0.532,FALSE,FALSE
Green Giant Frozen Mixed Vegetables - Natural (454g Bag),"Frozen Vegetables - frozen mixed vegetables by Green Giant, packaged as 454g bag",Grocery & Essentials,Frozen Foods,Frozen Vegetables,Green Giant,White,454g Bag,Plastic Bag,1.49,2.03,USD,Frozen,334,0.699,FALSE,FALSE
Chiquita Red Apples (6-Count Pack),"Fresh Fruits - red apples by Chiquita, packaged as 6-count pack",Grocery & Essentials,Fruits & Vegetables,Fresh Fruits,Chiquita,Blue Pack,6-Count Pack,Perforated Bag,2.47,2.88,USD,Refrigerated,3,0.581,TRUE,FALSE
Dial Sanitizing Wipes (40ct) (500ml Pump),"Hand Sanitizer - sanitizing wipes (40ct) by Dial, packaged as 500ml pump",Grocery & Essentials,Health & Wellness,Hand Sanitizer,Dial,Yellow Pack,500ml Pump,Plastic Bottle,3.47,4.03,USD,Normal,686,0.373,FALSE,TRUE
Trident Seafoods Cod Fillet (340g Pack),"Fish & Seafood - cod fillet by Trident Seafoods, packaged as 340g pack",Grocery & Essentials,Meat & Seafood,Fish & Seafood,Trident Seafoods,Red Pack,340g Pack,Vacuum Pack,7.49,10.68,USD,Frozen,110,0.41,FALSE,FALSE
Badia Paprika (100g Jar),"Spices - paprika by Badia, packaged as 100g jar",Grocery & Essentials,Cooking Essentials,Spices,Badia,White,100g Jar,Glass Jar,3.87,5.98,USD,Normal,628,0.245,TRUE,FALSE
Pop Secret Butter Popcorn Microwave Bags - Classic (6-Pack Microwave Bags),"Popcorn - butter popcorn microwave bags by Pop Secret, packaged as 6-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Pop Secret,White,6-Pack Microwave Bags,Paper Bag,2.77,3.24,USD,Normal,278,0.552,FALSE,FALSE
Kraft Real Mayonnaise (887ml Jar),"Mayonnaise - real mayonnaise by Kraft, packaged as 887ml jar",Grocery & Essentials,Condiments & Sauces,Mayonnaise,Kraft,Red Pack,887ml Jar,Plastic Jar,2.99,4.03,USD,Normal,311,0.66,FALSE,FALSE
Purina Salmon Cat Food - Premium (1kg Bag),"Cat Food - salmon cat food by Purina, packaged as 1kg bag",Grocery & Essentials,Pet Supplies,Cat Food,Purina,Blue Pack,1kg Bag,Poly Bag,5.79,8.01,USD,Normal,276,0.247,FALSE,FALSE
C&H Brown Sugar (1kg Bag),"Salt & Sugar - brown sugar by C&H, packaged as 1kg bag",Grocery & Essentials,Cooking Essentials,Salt & Sugar,C&H,Yellow Pack,1kg Bag,Paper Box,1.08,1.36,USD,Normal,633,1.693,FALSE,FALSE
Quaker Quick Oats (500g Canister),"Oats - quick oats by Quaker, packaged as 500g canister",Grocery & Essentials,Breakfast & Cereal,Oats,Quaker,Multicolor,500g Canister,Cardboard Canister,2.92,3.81,USD,Normal,327,1.012,FALSE,FALSE
Hostess Chocolate Donuts (6ct) (4-Pack),"Pastries - chocolate donuts (6ct) by Hostess, packaged as 4-pack",Grocery & Essentials,Bakery,Pastries,Hostess,Green Pack,4-Pack,Plastic Clamshell,3.22,4.42,USD,Normal,7,0.401,TRUE,FALSE
Fage Greek Yogurt Plain - Value Pack (150g Cup),"Yogurt - greek yogurt plain by Fage, packaged as 150g cup",Grocery & Essentials,Dairy & Eggs,Yogurt,Fage,Yellow Pack,150g Cup,Plastic Cup,2.16,3.01,USD,Refrigerated,30,0.213,FALSE,FALSE
Johnson & Johnson First Aid Kit (30-Count Box),"First Aid - first aid kit by Johnson & Johnson, packaged as 30-count box",Grocery & Essentials,Health & Wellness,First Aid,Johnson & Johnson,Blue Pack,30-Count Box,Plastic Box,7.16,9.2,USD,Normal,1061,0.29,FALSE,FALSE
Great Value Heavy Duty Trash Bags (40ct) (80-Count Box),"Trash Bags - heavy duty trash bags (40ct) by Great Value, packaged as 80-count box",Grocery & Essentials,Household Essentials,Trash Bags,Great Value,White,80-Count Box,Plastic Box,5.14,6.77,USD,Normal,0,0.808,FALSE,FALSE
Purina Dog Biscuits - Fresh (500g Bag),"Pet Treats - dog biscuits by Purina, packaged as 500g bag",Grocery & Essentials,Pet Supplies,Pet Treats,Purina,Blue Pack,500g Bag,Cardboard Box,2.45,3.29,USD,Normal,337,0.389,FALSE,FALSE
Tyson Whole Chicken - Fresh (1.5kg Whole),"Chicken - whole chicken by Tyson, packaged as 1.5kg whole",Grocery & Essentials,Meat & Seafood,Chicken,Tyson,Red Pack,1.5kg Whole,Vacuum Pack,2.82,3.6,USD,Refrigerated,4,0.884,FALSE,FALSE
Great Value Free-Range Eggs (18ct) (18-Count Carton),"Eggs - free-range eggs (18ct) by Great Value, packaged as 18-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Great Value,Red Pack,18-Count Carton,Pulp Carton,1.85,2.37,USD,Refrigerated,31,0.635,TRUE,FALSE
Krusteaz Buttermilk Pancake Mix (907g Box),"Pancake & Waffle Mix - buttermilk pancake mix by Krusteaz, packaged as 907g box",Grocery & Essentials,Breakfast & Cereal,Pancake & Waffle Mix,Krusteaz,White,907g Box,Paper Box,3.37,5.05,USD,Normal,357,0.739,FALSE,FALSE
Scott Napkins (200ct) (6-Roll Pack),"Paper Products - napkins (200ct) by Scott, packaged as 6-roll pack",Grocery & Essentials,Household Essentials,Paper Products,Scott,White,6-Roll Pack,Plastic Wrap,7.29,11.22,USD,Normal,0,1.893,FALSE,FALSE
Mahatma Brown Rice (5kg Bag),"Rice - brown rice by Mahatma, packaged as 5kg bag",Grocery & Essentials,Staples & Grains,Rice,Mahatma,Blue Pack,5kg Bag,Woven Poly Bag,13.38,16.85,USD,Normal,427,6.161,FALSE,FALSE
Stouffer's Mac and Cheese Frozen Meal (340g Tray),"Frozen Meals - mac and cheese frozen meal by Stouffer's, packaged as 340g tray",Grocery & Essentials,Frozen Foods,Frozen Meals,Stouffer's,Yellow Pack,340g Tray,Plastic Tray,2.04,3.13,USD,Frozen,200,0.304,FALSE,FALSE
Classico Meat Sauce - Natural (680g Jar),"Pasta Sauce - meat sauce by Classico, packaged as 680g jar",Grocery & Essentials,Condiments & Sauces,Pasta Sauce,Classico,White,680g Jar,Glass Jar,3.65,4.4,USD,Normal,522,0.88,TRUE,FALSE
Sara Lee White Sandwich Bread (680g Loaf),"Bread - white sandwich bread by Sara Lee, packaged as 680g loaf",Grocery & Essentials,Bakery,Bread,Sara Lee,N/A,680g Loaf,Plastic Bag,1.76,2.36,USD,Normal,7,0.402,TRUE,FALSE
Haagen-Dazs Strawberry Ice Cream (1.4L Tub),"Ice Cream - strawberry ice cream by Haagen-Dazs, packaged as 1.4l tub",Grocery & Essentials,Frozen Foods,Ice Cream,Haagen-Dazs,Multicolor,1.4L Tub,Paper Tub,4.65,5.88,USD,Frozen,195,1.314,FALSE,FALSE
Kettle Brand Sour Cream & Onion Chips (300g Bag),"Chips - sour cream & onion chips by Kettle Brand, packaged as 300g bag",Grocery & Essentials,Snacks,Chips,Kettle Brand,Yellow Pack,300g Bag,Foil Pouch,3.87,4.72,USD,Normal,165,0.337,TRUE,FALSE
Lavazza Coffee Pods (12ct) (250g Bag),"Coffee - coffee pods (12ct) by Lavazza, packaged as 250g bag",Grocery & Essentials,Beverages,Coffee,Lavazza,Yellow Pack,250g Bag,Glass Jar,10.96,12.64,USD,Normal,324,0.379,TRUE,FALSE
Bob's Red Mill Black Beans Dried (2kg Bag),"Lentils & Pulses - black beans dried by Bob's Red Mill, packaged as 2kg bag",Grocery & Essentials,Staples & Grains,Lentils & Pulses,Bob's Red Mill,Green Pack,2kg Bag,Poly Bag,4.23,5.72,USD,Normal,504,0.749,FALSE,FALSE
Wonderful Pistachios Salted Cashews (1kg Bag),"Nuts - salted cashews by Wonderful Pistachios, packaged as 1kg bag",Grocery & Essentials,Snacks,Nuts,Wonderful Pistachios,White,1kg Bag,Resealable Pouch,6.58,8.45,USD,Normal,255,0.654,FALSE,FALSE
Pantene Moisturizing Conditioner (650ml Bottle),"Shampoo & Conditioner - moisturizing conditioner by Pantene, packaged as 650ml bottle",Grocery & Essentials,Personal Care,Shampoo & Conditioner,Pantene,Blue Pack,650ml Bottle,Plastic Bottle,3.23,3.84,USD,Normal,0,0.695,FALSE,FALSE
Badia Paprika - Family Size (50g Jar),"Spices - paprika by Badia, packaged as 50g jar",Grocery & Essentials,Cooking Essentials,Spices,Badia,Green Pack,50g Jar,Glass Jar,4.27,5.43,USD,Normal,725,0.165,TRUE,FALSE
Sara Lee Dinner Rolls (12ct) - Classic (8-Pack),"Buns & Rolls - dinner rolls (12ct) by Sara Lee, packaged as 8-pack",Grocery & Essentials,Bakery,Buns & Rolls,Sara Lee,Green Pack,8-Pack,Plastic Bag,2.16,2.92,USD,Normal,9,0.473,TRUE,FALSE
Omaha Steaks Beef Brisket - Extra (454g Pack),"Beef - beef brisket by Omaha Steaks, packaged as 454g pack",Grocery & Essentials,Meat & Seafood,Beef,Omaha Steaks,Green Pack,454g Pack,Vacuum Pack,5.91,8.23,USD,Refrigerated,6,0.766,FALSE,FALSE
Nature Made Vitamin C Tablets (60-Count Bottle),"Vitamins & Supplements - vitamin c tablets by Nature Made, packaged as 60-count bottle",Grocery & Essentials,Health & Wellness,Vitamins & Supplements,Nature Made,Blue Pack,60-Count Bottle,Plastic Bottle,9.26,12.3,USD,Normal,720,0.209,FALSE,FALSE
One A Day Multivitamin Tablets (100ct) (60-Count Bottle),"Vitamins & Supplements - multivitamin tablets (100ct) by One A Day, packaged as 60-count bottle",Grocery & Essentials,Health & Wellness,Vitamins & Supplements,One A Day,Blue Pack,60-Count Bottle,Plastic Bottle,5.01,6.09,USD,Normal,673,0.233,FALSE,FALSE
Persil Powder Detergent (1.47L Bottle),"Laundry Care - powder detergent by Persil, packaged as 1.47l bottle",Grocery & Essentials,Household Essentials,Laundry Care,Persil,Green Pack,1.47L Bottle,Plastic Jug,12.13,16.44,USD,Normal,0,2.599,FALSE,TRUE
Celestial Seasonings Earl Grey Tea (100 Bags Box),"Tea - earl grey tea by Celestial Seasonings, packaged as 100 bags box",Grocery & Essentials,Beverages,Tea,Celestial Seasonings,Red Pack,100 Bags Box,Cardboard Box,1.59,1.83,USD,Normal,476,0.216,FALSE,FALSE
Lavazza Dark Roast Coffee Beans (100g Jar),"Coffee - dark roast coffee beans by Lavazza, packaged as 100g jar",Grocery & Essentials,Beverages,Coffee,Lavazza,N/A,100g Jar,Glass Jar,8.58,13.07,USD,Normal,286,0.186,TRUE,FALSE
Sargento Swiss Cheese Slices (340g Bag),"Cheese - swiss cheese slices by Sargento, packaged as 340g bag",Grocery & Essentials,Dairy & Eggs,Cheese,Sargento,Green Pack,340g Bag,Vacuum Pack,4.17,5.43,USD,Refrigerated,30,0.337,FALSE,FALSE
Lysol Glass Cleaner Spray - Natural (500ml Spray),"Cleaning Supplies - glass cleaner spray by Lysol, packaged as 500ml spray",Grocery & Essentials,Household Essentials,Cleaning Supplies,Lysol,Green Pack,500ml Spray,Plastic Bottle,4.13,5.12,USD,Normal,0,0.406,FALSE,TRUE
Ocean Spray Grape Juice (1.5L Carton),"Juices - grape juice by Ocean Spray, packaged as 1.5l carton",Grocery & Essentials,Beverages,Juices,Ocean Spray,Yellow Pack,1.5L Carton,Tetra Pack,2.1,2.55,USD,Refrigerated,16,1.519,FALSE,FALSE
Glade Air Freshener Spray (2-Pack Refill),"Air Fresheners - air freshener spray by Glade, packaged as 2-pack refill",Grocery & Essentials,Household Essentials,Air Fresheners,Glade,N/A,2-Pack Refill,Aerosol Can,2.5,3.47,USD,Normal,0,0.262,TRUE,TRUE
Tide Laundry Pods (42ct) - Organic (42-Count Pods),"Laundry Care - laundry pods (42ct) by Tide, packaged as 42-count pods",Grocery & Essentials,Household Essentials,Laundry Care,Tide,Multicolor,42-Count Pods,Plastic Jug,10.26,14.98,USD,Normal,0,1.49,FALSE,TRUE
Mahatma Whole Grain Rice (5kg Bag),"Rice - whole grain rice by Mahatma, packaged as 5kg bag",Grocery & Essentials,Staples & Grains,Rice,Mahatma,Yellow Pack,5kg Bag,Woven Poly Bag,8.86,11.26,USD,Normal,438,9.871,FALSE,FALSE
Birds Eye Frozen Broccoli - Natural (454g Bag),"Frozen Vegetables - frozen broccoli by Birds Eye, packaged as 454g bag",Grocery & Essentials,Frozen Foods,Frozen Vegetables,Birds Eye,Blue Pack,454g Bag,Plastic Bag,3.72,5.21,USD,Frozen,324,0.651,FALSE,FALSE
Tetley Earl Grey Tea - Premium (100 Bags Box),"Tea - earl grey tea by Tetley, packaged as 100 bags box",Grocery & Essentials,Beverages,Tea,Tetley,Green Pack,100 Bags Box,Cardboard Box,2.17,3.15,USD,Normal,607,0.148,FALSE,FALSE
Kerrygold Unsalted Butter (454g Pack),"Butter & Margarine - unsalted butter by Kerrygold, packaged as 454g pack",Grocery & Essentials,Dairy & Eggs,Butter & Margarine,Kerrygold,Blue Pack,454g Pack,Foil Wrap,3.21,4.37,USD,Refrigerated,109,0.273,FALSE,FALSE
Land O'Lakes Large Grade A Eggs (12ct) (12-Count Carton),"Eggs - large grade a eggs (12ct) by Land O'Lakes, packaged as 12-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Land O'Lakes,N/A,12-Count Carton,Pulp Carton,3.52,4.12,USD,Refrigerated,27,0.772,TRUE,FALSE
Fresh Farms Tomatoes (500g Pack),"Fresh Vegetables - tomatoes by Fresh Farms, packaged as 500g pack",Grocery & Essentials,Fruits & Vegetables,Fresh Vegetables,Fresh Farms,Blue Pack,500g Pack,Perforated Bag,2.82,3.78,USD,Refrigerated,9,0.643,TRUE,FALSE
Centrum Vitamin C Tablets (60-Count Bottle),"Vitamins & Supplements - vitamin c tablets by Centrum, packaged as 60-count bottle",Grocery & Essentials,Health & Wellness,Vitamins & Supplements,Centrum,N/A,60-Count Bottle,Plastic Bottle,10.31,15.63,USD,Normal,718,0.281,FALSE,FALSE
Great Value Cage-Free Eggs (12ct) - New Improved (18-Count Carton),"Eggs - cage-free eggs (12ct) by Great Value, packaged as 18-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Great Value,Green Pack,18-Count Carton,Pulp Carton,3.13,3.99,USD,Refrigerated,26,0.659,TRUE,FALSE
Domino Iodized Table Salt (2kg Bag),"Salt & Sugar - iodized table salt by Domino, packaged as 2kg bag",Grocery & Essentials,Cooking Essentials,Salt & Sugar,Domino,Yellow Pack,2kg Bag,Paper Box,1.55,1.98,USD,Normal,551,1.431,FALSE,FALSE
I Can't Believe It's Not Butter Unsalted Butter - Fresh (227g Pack),"Butter & Margarine - unsalted butter by I Can't Believe It's Not Butter, packaged as 227g pack",Grocery & Essentials,Dairy & Eggs,Butter & Margarine,I Can't Believe It's Not Butter,Blue Pack,227g Pack,Foil Wrap,4.02,4.94,USD,Refrigerated,89,0.314,FALSE,FALSE
Gerber Baby Cereal - Organic (99g Pouch),"Baby Food - baby cereal by Gerber, packaged as 99g pouch",Grocery & Essentials,Baby Care,Baby Food,Gerber,Red Pack,99g Pouch,Glass Jar,1.69,2.06,USD,Normal,270,0.108,TRUE,FALSE
Air Wick Fabric Refresher Spray (250ml Spray),"Air Fresheners - fabric refresher spray by Air Wick, packaged as 250ml spray",Grocery & Essentials,Household Essentials,Air Fresheners,Air Wick,Blue Pack,250ml Spray,Aerosol Can,6.63,9.01,USD,Normal,0,0.36,TRUE,TRUE
Evian Natural Spring Water - Family Size (24-Pack Bottles),"Water - natural spring water by Evian, packaged as 24-pack bottles",Grocery & Essentials,Beverages,Water,Evian,N/A,24-Pack Bottles,Plastic Bottle,4.84,6.55,USD,Normal,556,1.014,FALSE,FALSE
